Gender,Age,HoursTV,HoursStudy,ParentScale,FriendOpinion,FriendBehavior,CertainPun,MoralScale,DelinqScale,ParentsKnow,YouDrink,FriendsDrink,CourtDrink,HurtVandalism,DScale2,TV2,Study2,Parent2,Drink2
0,15,7,2,7,18,7,7,14,2,3,2,3,5,2,1,0,0,1,0
1,16,1,3,5,22,9,10,14,70,2,2,4,4,1,1,0,0,0,1
0,15,5,12,7,14,7,8,20,12,4,1,3,4,1,1,0,1,1,0
0,15,6,1,6,32,9,6,15,118,3,3,5,4,1,1,0,0,1,1
0,16,10,12,6,24,10,7,11,118,3,3,4,4,1,1,0,1,1,1
1,15,30,5,6,18,8,9,19,6,3,2,2,3,1,1,1,0,1,0
0,16,1,4,5,22,10,10,12,110,3,2,4,4,3,1,0,0,0,1
0,15,35,20,6,36,11,6,9,118,3,5,5,5,1,1,1,1,1,1
1,15,9,6,6,23,9,16,16,18,3,3,4,4,1,1,0,0,1,1
1,15,2,1,8,15,6,17,20,2,4,1,1,4,2,1,0,0,1,0
1,17,0,2,7,8,6,16,20,0,4,1,1,5,3,0,0,0,1,0
0,15,21,21,5,19,8,8,17,5,3,1,4,5,3,1,1,1,0,1
1,15,6,1,8,24,8,13,16,5,4,4,5,1,1,1,0,0,1,1
1,15,20,14,7,21,7,9,20,118,3,1,4,5,3,1,1,1,1,1
0,16,5,7,8,11,4,14,18,0,4,1,2,5,3,0,0,0,1,0
0,15,4,3,6,14,6,6,16,10,3,1,5,5,3,1,0,0,1,1
1,15,25,6,4,19,9,16,17,118,2,1,3,4,2,1,1,0,0,0
1,15,15,10,8,13,4,15,20,0,4,1,2,4,2,0,1,1,1,0
0,15,5,5,6,17,7,8,16,15,3,1,4,4,3,1,0,0,1,1
1,15,20,10,7,14,8,7,18,0,3,1,2,5,1,0,1,1,1,0
0,15,21,14,6,11,6,14,20,1,3,1,2,4,1,0,1,1,1,0
1,15,15,15,6,14,8,8,20,22,3,1,2,3,2,1,1,1,1,0
0,15,35,10,8,14,5,12,20,3,4,1,1,5,3,1,1,1,1,0
1,15,5,1,6,18,6,11,19,0,3,1,4,4,2,0,0,0,1,1
0,15,3,9,6,8,4,12,20,0,3,1,1,4,2,0,0,1,1,0
0,15,10,2,5,17,11,6,14,118,2,2,5,5,3,1,0,0,0,1
1,14,20,5,8,18,7,16,20,0,4,1,3,4,2,0,1,0,1,0
0,16,2,1,7,22,10,9,20,107,4,4,3,5,1,1,0,0,1,0
0,15,2,6,7,14,6,9,19,1,3,2,2,5,1,0,0,0,1,0
1,16,10,5,5,21,14,4,16,26,2,3,4,3,3,1,0,0,0,1
0,15,6,3,4,15,12,10,20,3,2,1,2,3,3,1,0,0,0,0
1,15,8,2,8,26,9,8,12,118,4,2,4,3,2,1,0,0,1,1
0,15,2,2,8,8,5,20,20,0,4,1,1,5,3,0,0,0,1,0
0,16,75,10,3,19,10,12,13,118,1,1,5,4,2,1,1,1,0,1
1,15,2,2,7,17,6,11,19,1,4,2,1,5,1,0,0,0,1,0
0,15,5,3,8,10,4,10,19,6,4,1,1,5,3,1,0,0,1,0
1,15,3,2,5,17,11,9,17,9,2,1,4,4,3,1,0,0,0,1
0,15,6,1,5,15,7,8,19,5,3,1,3,5,1,1,0,0,0,0
0,15,3,2,7,15,6,11,16,17,3,1,5,3,2,1,0,0,1,1
0,16,5,4,7,30,11,8,16,7,4,3,5,3,2,1,0,0,1,1
0,15,30,5,7,13,6,15,20,3,3,1,2,4,3,1,1,0,1,0
1,15,8,1,7,10,5,17,20,12,4,1,1,5,3,1,0,0,1,0
0,15,50,50,6,8,5,7,18,4,3,1,1,5,3,1,1,1,1,0
1,15,2,1,5,18,9,10,16,20,2,2,3,3,1,1,0,0,0,0
1,15,4,1,6,8,6,8,20,8,3,1,1,5,3,1,0,0,1,0
1,15,5,2,6,33,8,14,10,77,3,3,5,4,1,1,0,0,1,1
0,15,10,8,6,21,7,10,15,5,3,1,5,4,2,1,0,0,1,1
1,15,2,61,4,20,8,13,18,39,2,1,3,5,3,1,0,1,0,0
0,15,8,10,5,22,10,7,17,21,3,2,4,4,1,1,0,1,0,1
1,15,6,4,5,23,9,10,15,118,2,3,4,3,3,1,0,0,0,1
0,15,15,5,6,14,7,9,19,1,3,1,2,5,2,0,1,0,1,0
1,15,55,10,6,19,6,4,18,15,3,2,3,4,1,1,1,1,1,0
0,15,3,3,6,30,13,6,20,32,3,3,5,4,2,1,0,0,1,1
0,15,30,21,6,18,7,12,15,16,3,1,3,3,3,1,1,1,1,0
1,14,3,2,6,8,4,14,19,0,3,1,1,4,2,0,0,0,1,0
0,15,10,3,6,28,13,8,11,36,3,4,5,4,1,1,0,0,1,1
1,14,5,6,6,18,5,13,20,25,3,2,2,3,2,1,0,0,1,0
1,14,0,3,5,27,10,10,15,91,3,2,5,3,2,1,0,0,0,1
1,15,12,5,6,23,8,5,17,31,3,2,4,5,1,1,0,0,1,1
0,14,2,1,4,11,12,9,20,0,2,2,2,5,3,0,0,0,0,0
0,16,20,6,8,18,8,8,17,8,4,2,4,4,1,1,1,0,1,1
1,15,20,5,7,18,5,9,20,0,4,1,3,4,1,0,1,0,1,0
0,16,3,7,8,16,8,15,18,53,4,1,4,4,2,1,0,0,1,1
0,15,35,14,8,8,4,16,20,0,4,1,1,5,3,0,1,1,1,0
0,15,15,6,5,19,6,11,18,5,3,3,1,5,1,1,1,0,0,0
0,14,7,4,6,12,5,7,20,0,3,1,1,5,2,0,0,0,1,0
0,14,10,10,6,12,6,10,18,5,3,1,3,5,3,1,0,1,1,0
1,15,3,2,6,24,5,14,16,5,3,3,3,4,2,1,0,0,1,0
0,14,11,10,6,14,7,16,19,5,3,1,3,4,2,1,0,1,1,0
0,14,2,25,7,11,4,16,19,2,3,1,2,5,3,1,0,1,1,0
0,14,35,14,6,13,5,10,19,0,3,1,2,4,2,0,1,1,1,0
0,14,3,4,7,25,10,7,13,110,3,3,5,5,1,1,0,0,1,1
1,15,10,6,7,22,9,11,15,10,4,2,4,5,1,1,0,0,1,1
0,15,2,5,8,9,5,10,20,0,4,1,1,5,3,0,0,0,1,0
1,15,8,1,5,24,10,8,16,118,3,3,3,5,1,1,0,0,0,0
0,15,7,3,6,11,4,12,19,0,3,1,1,5,2,0,0,0,1,0
1,14,14,2,6,10,4,16,20,0,3,1,2,5,3,0,0,0,1,0
0,15,21,6,4,14,7,11,18,32,2,1,2,3,3,1,1,0,0,0
1,15,1,1,5,20,9,13,15,30,3,1,4,5,2,1,0,0,0,1
1,15,8,3,8,8,5,11,20,0,4,1,1,5,1,0,0,0,1,0
0,15,5,4,5,31,11,11,11,118,3,3,5,2,2,1,0,0,0,1
1,15,10,1,6,17,5,13,18,5,3,1,3,3,2,1,0,0,1,0
0,16,4,2,8,14,6,12,18,3,4,1,3,4,1,1,0,0,1,0
0,14,3,6,5,19,9,11,16,15,3,2,4,2,2,1,0,0,0,1
0,15,6,2,5,14,4,13,17,5,3,1,3,4,1,1,0,0,0,0
1,16,8,8,4,28,9,8,17,3,2,3,4,4,1,1,0,0,0,1
0,13,20,5,6,18,11,5,17,26,4,1,3,5,2,1,1,0,1,0
0,14,10,5,6,13,7,9,15,15,3,2,1,4,1,1,0,0,1,0
0,14,4,13,4,25,12,8,12,118,2,1,5,4,2,1,0,1,0,1
0,15,25,10,8,15,5,18,17,5,4,1,3,4,3,1,1,1,1,0
0,15,7,2,4,16,5,11,16,5,2,2,2,5,3,1,0,0,0,0
0,15,25,3,6,26,9,10,8,11,3,2,4,5,1,1,1,0,1,1
1,15,40,17,8,10,4,5,20,0,4,1,1,5,2,0,1,1,1,0
0,15,99,30,4,27,8,11,10,118,2,3,4,4,2,1,1,1,0,1
0,16,5,10,6,22,12,6,13,118,3,1,5,4,1,1,0,1,1,1
0,15,8,4,8,21,6,14,17,1,4,2,5,4,2,0,0,0,1,1
0,15,15,6,7,14,7,15,20,10,4,2,2,5,1,1,1,0,1,0
1,15,6,0,6,22,12,13,16,118,3,2,3,3,2,1,0,0,1,0
0,15,5,2,7,16,8,8,17,21,4,2,3,5,1,1,0,0,1,0
0,15,1,4,6,8,4,16,20,2,4,1,1,5,3,1,0,0,1,0
1,15,5,4,4,22,12,12,17,118,2,2,5,5,2,1,0,0,0,1
1,15,3,3,6,8,4,10,20,0,3,1,1,5,3,0,0,0,1,0
1,16,12,4,4,17,5,12,20,6,2,5,1,5,3,1,0,0,0,0
1,15,40,8,7,24,9,12,19,106,3,3,5,5,2,1,1,0,1,1
0,15,10,7,8,12,8,10,17,10,4,1,2,5,3,1,0,0,1,0
1,15,27,7,6,19,9,11,16,20,3,2,4,4,2,1,1,0,1,1
0,15,6,37,8,10,5,15,19,1,4,1,2,5,3,0,0,1,1,0
1,15,4,2,8,15,7,10,19,6,4,2,3,3,2,1,0,0,1,0
0,15,3,2,6,18,8,6,15,19,3,1,4,2,1,1,0,0,1,1
1,16,7,0,4,21,16,12,20,17,2,1,5,5,1,1,0,0,0,1
1,15,6,15,7,13,5,10,20,0,4,1,3,5,2,0,0,1,1,0
0,15,8,3,7,17,8,9,17,5,4,1,4,5,2,1,0,0,1,1
1,13,2,3,6,30,11,10,11,23,3,4,5,3,1,1,0,0,1,1
0,15,20,9,8,8,4,13,20,0,4,1,1,5,3,0,1,1,1,0
1,15,2,2,7,8,5,13,20,0,3,1,1,5,3,0,0,0,1,0
0,15,4,15,8,16,7,6,18,20,4,1,5,4,1,1,0,1,1,1
1,15,30,14,7,15,8,12,18,9,3,1,2,5,2,1,1,1,1,0
0,15,12,5,6,9,4,18,20,0,3,1,1,5,2,0,0,0,1,0
0,15,2,1,5,9,6,10,16,28,3,1,1,4,3,1,0,0,0,0
0,15,12,5,4,16,9,9,12,14,2,1,2,5,3,1,0,0,0,0
0,15,10,15,6,16,6,11,15,2,3,1,2,4,1,1,0,1,1,0
1,15,2,1,6,13,7,10,20,1,3,1,1,4,2,0,0,0,1,0
0,15,0,8,6,26,13,6,11,118,3,4,5,2,1,1,0,0,1,1
1,15,1,3,8,20,13,4,18,7,4,2,4,4,2,1,0,0,1,1
1,15,30,5,6,29,13,8,20,15,3,2,5,5,1,1,1,0,1,1
1,15,56,4,8,8,4,16,20,0,4,1,1,5,3,0,1,0,1,0
1,15,10,5,8,13,8,10,18,2,4,1,1,4,3,1,0,0,1,0
1,15,14,4,8,11,6,12,20,0,4,1,1,5,2,0,0,0,1,0
1,16,5,7,4,20,11,6,16,118,2,2,2,4,2,1,0,0,0,0
0,14,1,6,8,8,4,20,20,1,4,1,1,5,3,0,0,0,1,0
0,15,3,1,6,16,10,10,18,5,3,1,3,4,1,1,0,0,1,0
1,15,10,9,8,14,5,10,19,0,4,2,2,5,2,0,0,1,1,0
0,15,5,3,7,9,4,14,20,0,4,1,1,5,3,0,0,0,1,0
0,15,5,5,8,10,6,10,17,6,4,1,1,3,3,1,0,0,1,0
1,15,14,0,4,17,5,7,17,12,2,2,3,3,1,1,0,0,0,0
1,15,24,6,6,19,9,10,18,4,3,2,5,4,1,1,1,0,1,1
0,15,12,6,8,18,4,18,19,0,4,1,3,5,1,0,0,0,1,0
0,14,10,10,8,14,5,10,18,1,4,1,2,5,2,0,0,1,1,0
1,15,20,6,4,25,10,5,15,33,2,3,4,2,1,1,1,0,0,1
0,15,5,2,3,26,10,6,11,18,1,2,4,3,1,1,0,0,0,1
1,15,5,3,6,22,6,8,14,4,3,3,2,3,2,1,0,0,1,0
0,15,50,8,8,20,7,8,19,10,4,1,4,5,3,1,1,0,1,1
0,15,5,9,4,22,10,10,20,1,2,1,5,5,3,0,0,1,0,1
0,15,23,8,6,18,7,13,17,0,3,2,2,3,1,0,1,0,1,0
1,17,20,10,6,23,10,8,14,80,3,1,5,5,2,1,1,1,1,1
0,15,14,0,6,19,10,8,17,118,2,2,4,5,3,1,0,0,1,1
1,15,8,6,6,11,5,12,20,0,3,1,1,5,2,0,0,0,1,0
0,15,11,4,4,21,8,4,15,34,2,1,5,3,3,1,0,0,0,1
1,15,10,2,6,18,5,12,19,3,3,2,3,4,2,1,0,0,1,0
1,15,3,8,8,12,7,7,20,2,4,1,1,4,3,1,0,0,1,0
1,16,6,6,5,20,7,14,17,53,3,1,4,3,3,1,0,0,0,1
1,15,7,5,8,26,7,12,17,25,4,3,5,4,1,1,0,0,1,1
1,15,7,3,4,28,12,8,16,101,2,4,4,4,1,1,0,0,0,1
1,15,10,5,6,15,4,10,20,6,3,2,2,5,3,1,0,0,1,0
1,15,22,10,4,23,7,5,20,2,2,3,3,4,1,1,1,1,0,0
1,15,1,8,6,16,6,6,17,1,3,2,3,3,3,0,0,0,1,0
0,15,18,2,6,17,10,8,16,50,3,3,2,3,1,1,1,0,1,0
1,15,4,1,6,25,11,8,12,118,3,5,5,3,2,1,0,0,1,1
0,15,0,23,7,17,5,12,19,10,4,2,3,5,3,1,0,1,1,0
0,15,8,2,4,29,12,5,10,118,2,3,5,5,1,1,0,0,0,1
1,15,25,4,6,17,6,7,16,12,3,2,4,2,1,1,1,0,1,1
1,15,20,5,8,15,10,8,20,10,4,1,1,5,1,1,1,0,1,0
0,15,3,5,8,12,5,12,19,4,4,1,3,4,2,1,0,0,1,0
1,16,4,1,3,26,11,9,13,82,1,3,5,3,1,1,0,0,0,1
1,15,16,1,4,22,15,7,14,118,2,2,4,4,2,1,1,0,0,1
1,15,1,2,6,11,8,12,20,2,3,1,2,5,2,1,0,0,1,0
0,15,13,12,7,17,9,12,16,118,4,1,3,5,1,1,0,1,1,0
1,15,3,1,5,40,14,12,20,118,3,5,5,3,1,1,0,0,0,1
0,16,2,10,7,16,5,13,17,2,3,2,3,5,2,1,0,1,1,0
1,15,30,5,6,9,5,12,20,2,3,1,1,5,2,1,1,0,1,0
1,15,3,10,6,16,7,10,14,13,4,2,1,2,1,1,0,1,1,0
1,15,27,6,7,30,9,6,11,68,4,3,5,4,1,1,1,0,1,1
1,15,5,6,6,22,8,9,14,10,3,3,4,4,2,1,0,0,1,1
0,15,14,7,8,12,6,12,18,6,4,1,3,5,3,1,0,0,1,0
0,15,5,6,5,16,8,13,17,1,3,2,3,4,2,0,0,0,0,0
0,15,14,3,8,13,5,14,20,13,4,1,3,4,3,1,0,0,1,0
1,16,12,6,8,18,15,4,20,100,4,1,5,2,2,1,0,0,1,1
0,15,1,2,7,13,5,12,20,6,4,1,2,5,1,1,0,0,1,0
1,16,28,6,4,25,10,9,12,38,2,5,4,4,1,1,1,0,0,1
1,15,20,5,7,13,6,11,18,4,4,2,1,4,1,1,1,0,1,0
0,16,3,2,6,17,8,11,17,52,4,1,5,3,1,1,0,0,1,1
1,15,3,3,6,27,9,8,14,2,3,3,5,4,1,1,0,0,1,1
1,15,10,2,6,26,7,10,15,28,3,3,5,2,2,1,0,0,1,1
1,15,3,1,6,21,9,12,16,7,3,1,3,4,1,1,0,0,1,0
1,15,4,2,7,26,13,11,19,15,4,3,5,5,2,1,0,0,1,1
0,15,4,2,5,18,6,11,18,0,4,1,3,3,3,0,0,0,0,0
0,16,1,3,6,17,6,15,17,78,3,1,5,4,3,1,0,0,1,1
0,15,10,7,6,17,7,10,15,107,3,1,5,4,2,1,0,0,1,1
1,15,10,2,6,21,9,7,12,39,3,3,4,3,1,1,0,0,1,1
0,15,5,3,5,24,9,10,10,52,2,2,4,4,1,1,0,0,0,1
0,15,1,2,6,18,8,12,20,118,3,2,4,5,3,1,0,0,1,1
1,15,6,10,6,16,7,10,20,10,3,1,3,4,2,1,0,1,1,0
1,15,8,12,6,9,6,9,20,0,3,1,2,5,3,0,0,1,1,0
0,15,14,10,6,10,5,13,19,0,3,1,1,5,2,0,0,1,1,0
0,15,4,10,8,9,5,13,19,0,4,1,2,4,3,0,0,1,1,0
1,15,8,7,6,14,5,10,20,0,3,1,3,5,3,0,0,0,1,0
0,15,5,4,8,26,10,9,17,36,4,2,5,4,1,1,0,0,1,1
0,15,0,3,7,14,7,11,16,26,3,1,3,5,1,1,0,0,1,0
0,15,15,4,7,24,7,11,14,27,4,3,5,2,1,1,1,0,1,1
1,16,1,4,5,19,7,7,20,21,3,2,3,3,1,1,0,0,0,0
1,16,10,16,4,24,10,12,14,33,2,3,5,4,1,1,0,1,0,1
1,16,10,20,4,25,9,7,13,118,2,2,5,3,1,1,0,1,0,1
0,15,21,4,6,16,8,10,19,42,3,1,4,4,1,1,1,0,1,1
0,14,0,1,8,17,6,8,19,7,4,1,2,4,3,1,0,0,1,0
1,15,10,5,6,28,11,10,12,86,3,4,5,4,1,1,0,0,1,1
1,15,10,5,5,22,9,5,15,114,2,2,5,5,1,1,0,0,0,1
0,15,5,6,8,16,6,12,20,5,4,1,3,4,2,1,0,0,1,0
0,15,7,8,6,17,5,7,18,51,3,2,3,3,1,1,0,0,1,0
0,15,3,1,8,20,8,12,20,15,4,2,5,5,3,1,0,0,1,1
0,14,10,4,5,21,8,10,18,4,3,2,3,5,1,1,0,0,0,0
1,15,12,10,4,27,12,7,16,118,2,3,5,5,2,1,0,1,0,1
0,15,35,7,8,24,11,7,14,118,4,2,4,4,1,1,1,0,1,1
1,16,25,7,4,14,4,14,20,1,2,1,3,5,3,0,1,0,0,0
0,16,20,10,7,9,6,11,19,5,4,1,1,4,1,1,1,1,1,0
0,15,1,5,6,31,12,10,12,118,3,4,5,4,1,1,0,0,1,1
0,15,1,2,6,16,7,13,18,31,3,1,5,5,1,1,0,0,1,1
1,15,25,7,5,21,9,8,18,13,3,2,4,4,1,1,1,0,0,1
0,15,3,1,8,8,4,11,20,1,4,1,1,5,3,0,0,0,1,0
0,16,5,5,6,18,8,10,20,43,3,2,2,4,2,1,0,0,1,0
0,15,4,5,7,24,9,7,15,48,3,2,5,2,2,1,0,0,1,1
0,15,5,12,8,8,4,19,20,0,4,1,1,5,3,0,0,1,1,0
0,15,40,14,8,13,6,10,20,0,4,2,2,5,2,0,1,1,1,0
0,15,3,4,6,21,4,13,20,2,3,3,3,3,1,1,0,0,1,0
1,15,8,10,5,16,6,10,15,5,3,2,3,5,2,1,0,1,0,0
0,16,8,5,8,12,7,17,18,1,4,1,3,4,2,0,0,0,1,0
0,15,21,7,8,17,11,12,17,27,4,1,4,4,2,1,1,0,1,1
1,15,5,5,8,18,9,6,17,37,4,1,4,3,1,1,0,0,1,1
0,15,1,1,6,18,8,12,18,4,3,1,4,5,2,1,0,0,1,1
0,15,4,2,6,16,9,11,19,8,3,1,3,4,2,1,0,0,1,0
1,15,7,14,8,10,4,10,20,0,4,1,2,4,3,0,0,1,1,0
1,16,3,2,4,24,11,7,17,45,2,2,5,3,1,1,0,0,0,1
1,16,5,2,7,21,7,5,17,3,4,2,4,3,1,1,0,0,1,1
1,15,35,5,6,23,9,8,17,26,3,4,4,2,1,1,1,0,1,1
0,15,15,0,6,21,7,9,16,12,3,2,3,4,1,1,1,0,1,0
1,15,10,5,5,23,8,9,18,18,3,3,4,2,1,1,0,0,0,1
1,15,7,10,6,26,10,7,13,27,3,4,4,3,2,1,0,1,1,1
1,15,15,5,6,29,11,8,12,118,3,4,5,4,1,1,1,0,1,1
1,15,10,10,6,12,6,9,20,0,3,1,1,4,2,0,0,1,1,0
0,15,5,6,7,23,7,7,16,14,4,3,4,5,1,1,0,0,1,1
1,15,14,5,7,24,6,12,15,17,4,4,5,4,1,1,0,0,1,1
0,15,3,25,7,14,5,7,19,19,4,1,3,5,1,1,0,1,1,0
1,16,2,10,4,24,9,8,16,118,2,4,4,4,1,1,0,1,0,1
1,15,10,5,4,30,13,6,9,118,2,2,5,4,1,1,0,0,0,1
0,15,5,3,6,12,7,13,19,11,3,1,2,5,3,1,0,0,1,0
0,15,5,3,8,12,4,12,20,1,4,1,2,2,2,0,0,0,1,0
0,15,30,20,8,12,6,12,20,0,4,1,1,5,1,0,1,1,1,0
0,15,4,12,8,10,5,13,18,1,4,1,2,4,2,0,0,1,1,0
1,15,21,21,6,13,4,9,19,2,3,1,2,4,2,1,1,1,1,0
1,15,10,5,6,19,6,6,16,13,3,2,4,4,1,1,0,0,1,1
0,15,10,15,7,22,7,10,20,1,3,3,3,5,1,0,0,1,1,0
1,16,17,12,6,20,8,7,20,32,3,3,3,5,1,1,1,1,1,0
0,15,14,1,8,20,8,6,18,10,4,3,3,4,1,1,0,0,1,0
0,16,0,10,7,12,6,11,17,3,4,1,3,3,3,1,0,1,1,0
1,15,10,7,4,21,10,8,17,15,2,2,4,4,1,1,0,0,0,1
0,15,0,14,6,20,8,6,20,8,3,1,4,4,2,1,0,1,1,1
1,15,6,2,5,28,7,8,20,118,2,1,4,5,1,1,0,0,0,1
